datetime,uncorrectedNeutrons,incoming,TAVG,RHAVG,soil_moisture_gravimetric[g/g],soil_moisture_volumetric[m3/m3],pressureCorrectedNeutrons,PRESS(hPa),incoming_correction,press_correction,RH_correction,corrected_neutrons,movingAvg_neutrons,soil_moisture,PREC
2023-07-31,897.008356545961,150.03006666666667,23.801388888888887,66.25055555555556,0.05108906896566409,0.06897024310364651,884.7384248149016,1010.8010306406685,1.0002692502556914,0.990457194168655,1.0,887.1713732180378,885.7053283857944,0.12167809591471751,7.199999999999999
2023-08-15,957.1901041666666,152.43281770833332,26.324739583333336,63.26015625,0.03177907443538744,0.042901750487773053,951.9492282471206,1011.1314583333333,0.9842965310495394,0.9929542626101603,1.0,934.1322514338668,934.5248816663942,0.09564456407131866,11.0
2023-08-31,913.2172701949861,152.72057222222222,22.71,63.83166666666667,0.03679724558776262,0.04967628154347955,941.9368985383888,1016.7890529247911,0.9824353625270702,1.0357298530180694,1.0,928.7923253219992,932.094278357372,0.09681155248383504,15.9
2023-09-15,771.5598885793872,149.53205277777778,20.985277777777778,73.4575,0.09375256247716433,0.12656595934417172,789.7982318691716,1014.8819777158775,1.0035664629393704,1.0212440336389539,1.0,789.3409578370417,790.4756198767576,0.19541095097256678,45.800000000000004
2023-09-30,810.0139275766016,152.56103055555556,19.993333333333336,72.75722222222223,0.06510297667209129,0.0878890185073232,859.5803795396655,1020.3534540389973,0.9834445424409772,1.0641384150531288,1.0,847.249526001838,846.2660509000399,0.14786657324020866,0.2
2023-10-15,843.9602122015915,152.93690885416666,15.913541666666667,78.99895833333333,0.08807675896035842,0.11890362459648401,815.296879945251,1006.7745358090185,0.9810658070711753,0.9611884655419124,1.0,795.5529299319998,800.5842636580009,0.19310750587968406,59.6
2023-10-31,803.2120141342756,149.97145555555556,11.158333333333333,83.63194444444444,0.11554381035517718,0.15598414397948945,756.5673081016478,1004.7725088339222,1.0005981650512676,0.9479486255614012,1.0,754.1900813190066,753.6722559243068,0.23423357367070843,43.3
2023-11-15,807.9123376623377,150.2635388888889,6.670277777777779,81.33305555555556,0.09644346065504808,0.130198671884315,790.3230528544395,1009.7412337662337,0.9985678254906863,0.9830187567200955,1.0,792.5459395909826,793.9048746230918,0.19117853359852943,10.8
2023-11-30,790.6378830083565,150.0560861111111,4.451388888888889,90.52833333333334,0.10132085731808253,0.1367831573794114,780.1966848403035,1010.4609470752089,0.999935031687627,0.9886097581337528,1.0,779.5513860742525,780.4878965434867,0.20428541355180296,17.2
2023-12-15,751.1932114882507,149.7554140625,5.955989583333333,83.76197916666666,0.0955665347106997,0.1290148218594448,794.1208342837558,1020.1053002610967,1.0019332842385944,1.065493841302911,1.0,796.4236579580057,796.3738499928459,0.18847845363283167,0.9
2023-12-31,778.9383753501401,150.65745277777776,4.626388888888889,89.79472222222222,0.10312113466229844,0.13921353179410273,781.6869500440145,1012.8259663865546,0.9959011062276457,1.006994220987645,1.0,778.7180830029355,778.6992516109729,0.2073551507224898,52.300000000000004
2024-01-15,743.2526041666666,150.02092708333333,2.3507812500000003,88.00572916666665,0.09493378671977815,0.12816061207170046,793.3791553874204,1021.61703125,1.0001912267312603,1.079420657343855,1.0,795.6788829869619,795.4653464360189,0.1896063565378653,3.7
2024-01-31,773.6462395543175,151.19550555555554,6.733888888888888,86.66638888888889,0.0986576083295297,0.1331877712448651,791.913462951771,1015.1439832869081,0.9924846812347429,1.0273337702231722,1.0,783.1420681665046,782.1615885613339,0.2035155299957155,15.9
2024-02-15,750.6955223880597,148.903125,8.761309523809524,84.08095238095238,0.1126548970351755,0.152084110997487,768.0954483132571,1015.0921194029851,1.0076407467783344,1.0249990360389538,1.0,771.8928905132705,770.4324623816336,0.21623357777927793,54.8
2024-02-29,763.7855153203343,150.21363055555554,10.420277777777779,83.43944444444445,0.1297136998770477,0.17511349483401473,745.6466942390149,1009.4209192200557,0.9988562620545182,0.9797675841162079,1.0,746.5493902248862,745.1334488527176,0.24484905048461802,30.400000000000002
2024-03-15,774.2950391644908,149.7297265625,11.870312499999999,81.87682291666667,0.1148894088201456,0.155100701907197,765.2055218499061,1010.6830548302871,1.0023106195421059,0.9905065936901754,1.0,766.2492320842482,765.0979790298651,0.22162245846041156,25.5
2024-03-31,765.4450704225352,150.88975,15.4825,76.6463888888889,0.09925029259130311,0.1339878949982592,791.6630354214882,1017.076404494382,0.9943522289266422,1.0392638481022205,1.0,789.9895796859746,791.0632121910704,0.19446822646216977,4.9
2024-04-15,832.5571030640668,149.60556944444443,11.706666666666665,76.26277777777777,0.0862380589007463,0.11642137951600778,817.0212892472517,1009.8487186629527,1.0028630555875397,0.9831059294791229,1.0,819.0586416656809,816.6341273587772,0.1756933444446006,32.9
2024-04-30,797.5574229691877,148.48880833333334,16.785,74.3463888888889,0.08976488156812663,0.12118259011697109,802.7308649375956,1012.954593837535,1.011171856274914,1.0062044138323976,1.0,811.4582215572451,815.0658086943446,0.1729638119046902,21.8
2024-05-15,780.8877284595301,146.60983333333334,18.561458333333334,78.48229166666667,0.10620197604963949,0.14337266766701326,772.0603655506969,1010.8623498694518,1.0234106386935056,0.9904030657393863,1.0,790.5672479428789,791.3413320435886,0.19442173123309958,51.9
2024-05-31,839.6239554317549,149.17025833333332,21.099166666666665,70.55944444444445,0.07912765454816809,0.10682233364002698,824.8761559879514,1010.3918941504178,1.00588305488357,0.986894480883749,1.0,832.137758926117,832.7392261535587,0.15822716040471554,22.9
2024-06-15,852.6277777777777,151.82372556390976,23.793888888888887,68.60444444444444,0.0662725976402388,0.0894680068143224,851.6092260008122,1011.9383888888889,0.988356854144995,0.9982425814903443,1.0,833.8448745191108,829.7867894215541,0.16276649421233275,26.299999999999997
2024-06-30,852.8077994428969,153.0619900990099,25.680833333333336,64.99916666666667,0.07239593664011387,0.09773451446415371,834.9959597760842,1010.0466016713092,0.980229697158605,0.9839395419648098,1.0,817.1900264763917,813.9364031270699,0.17702920799249935,26.1
2024-07-15,882.4412532637076,153.68035675675674,27.203125,67.12942708333334,0.053713449660280105,0.07251315704137819,881.1104909121609,1011.9163968668407,0.9763147363429848,0.9980575150665434,1.0,860.540480722985,858.3755641252494,0.1423629553936987,26.799999999999997
2024-07-31,923.8579387186629,149.12081203007517,27.358611111111113,67.51444444444445,0.040323574343049534,0.05443682536311686,912.5241140136887,1010.7185793871865,1.0062216728075117,0.9890789507579868,1.0,914.9287855886695,914.295921547477,0.10513383351560089,20.1
2024-08-15,893.7356020942408,151.10585714285716,25.81067708333333,72.21718750000001,0.05086120738732587,0.06866262997288995,891.3386230552103,1011.8990837696335,0.9929588721515482,0.9979701129700761,1.0,883.3172637607088,886.3178944223671,0.12292304272298056,25.8
2024-08-31,867.891364902507,146.85838611111112,22.57027777777778,72.29972222222223,0.0663342270845654,0.08955120656416315,854.1855288110465,1009.2898050139275,1.0221198305549248,0.9786618197374439,1.0,867.6946066685722,861.9241983249068,0.14423994138578866,56.1
2024-09-15,764.4122562674095,144.3461138888889,18.821666666666665,73.62722222222222,0.10564487791884952,0.1426205851904471,766.9840946405795,1012.9323955431754,1.0395639944699475,1.0062278604400057,1.0,798.1816540737523,801.8821160623295,0.18618917500130208,98.8
2024-09-30,749.3704735376044,141.04403888888888,16.294999999999998,82.9175,0.11902187637236383,0.16067953310269117,739.9196511840313,1010.1938161559889,1.0651718430890855,0.9859912931580971,1.0,784.3805315368838,785.1395604819625,0.20198764927644267,49.7
2024-10-15,657.7879581151833,142.34726822916667,17.296875,92.78750000000001,0.14451470854461193,0.195094856535226,710.1077159290552,1022.0034816753927,1.054708982900457,1.0779028353986775,1.0,746.8645198248556,748.542551984432,0.2409900226796119,98.9
2024-10-31,667.8356545961003,140.15026183844012,9.829166666666667,90.91027777777778,0.1265708700442517,0.1708706745597396,730.0674146258507,1024.29,1.0715707495570825,1.0964681159412524,1.0,783.5557871766226,783.3262693795688,0.20134495311332645,5.4
2024-11-15,739.4401114206128,144.4049497206704,6.108888888888888,85.50305555555555,0.10853829657908941,0.14652670038177074,762.5527268601674,1016.6536490250695,1.039064729869585,1.0378183173472522,1.0,792.4581010267933,792.8339476751369,0.19212579517739337,4.4
2024-11-30,708.0944444444444,142.19735833333334,4.733888888888889,90.78194444444445,0.12357056927362334,0.16682026851939222,740.0548345122094,1018.1705277777778,1.0552846391598396,1.0486733853877093,1.0,781.0026842243019,780.7276725143223,0.20613273488788597,82.6
2024-12-15,687.1201044386423,142.825765625,3.0789062499999997,85.82942708333333,0.12267211277631578,0.1656073522480263,738.1975270403002,1022.0262402088772,1.0506056237093746,1.0804019882374205,1.0,776.3546336930026,776.7537196087308,0.20846247153346179,6.2
2024-12-31,677.4375,140.5559655172414,2.7885245901639344,95.30737704918033,0.13146226127437488,0.17747405272040626,729.2002988005218,1021.7809027777779,1.0675363680361076,1.076864199657253,1.0,777.1813079661206,777.3261198260602,0.207310748496199,1.7
